8,A*,1.0130984783172607,9.321609497070312,3 -> 6; 5 -> 6; 3 -> 7; 5 -> 3; 5 -> 7; 2 -> 5; 2 -> 7; 2 -> 3; 4 -> 7; 4 -> 2; 4 -> 6; 4 -> 5; 0 -> 6; 1 -> 0; 1 -> 2; 0 -> 1; 0 -> 2; 1 -> 0; 3 -> 1; 3 -> 5,2
7,A*,0.03517961502075195,0.14507293701171875,2 -> 6; 4 -> 6; 3 -> 4; 2 -> 3; 4 -> 2; 1 -> 4; 0 -> 1; 0 -> 2; 1 -> 0; 1 -> 4; 3 -> 1; 3 -> 6; 4 -> 3; 0 -> 4; 0 -> 1,2
8,Weighted A*,0.16185307502746582,1.4494552612304688,3 -> 6; 3 -> 7; 0 -> 3; 0 -> 7; 1 -> 3; 1 -> 0; 5 -> 1; 5 -> 0; 5 -> 3; 7 -> 5; 4 -> 7; 4 -> 5; 4 -> 6; 1 -> 4; 2 -> 7; 2 -> 4; 1 -> 6; 2 -> 7,1
8,Weighted A*,0.2328193187713623,1.5518646240234375,4 -> 6; 4 -> 7; 0 -> 4; 0 -> 6; 2 -> 4; 0 -> 2; 1 -> 0; 5 -> 0; 5 -> 6; 3 -> 5; 3 -> 0; 3 -> 4; 5 -> 3; 1 -> 3; 2 -> 5; 2 -> 0; 1 -> 7; 2 -> 5,1
7,Weighted A*,0.2452833652496338,1.0512542724609375,1 -> 6; 0 -> 1; 4 -> 6; 3 -> 0; 3 -> 4; 0 -> 5; 0 -> 6; 3 -> 5; 4 -> 0; 3 -> 4; 2 -> 0; 2 -> 6; 2 -> 4; 0 -> 2,3
7,A*,0.33984851837158203,2.2725143432617188,1 -> 6; 2 -> 5; 1 -> 2; 0 -> 1; 3 -> 6; 3 -> 5; 3 -> 1; 0 -> 3; 4 -> 3; 4 -> 5; 2 -> 4; 2 -> 1; 0 -> 6; 2 -> 5,1
6,A*,0.3455185890197754,2.1936187744140625,2 -> 4; 1 -> 5; 3 -> 4; 3 -> 1; 3 -> 5; 1 -> 3; 0 -> 4; 0 -> 5; 0 -> 3; 1 -> 5; 0 -> 2; 1 -> 2,1
6,Greedy,0.006943941116333008,0.02622222900390625,0 -> 4; 3 -> 0; 2 -> 4; 2 -> 3; 0 -> 2; 1 -> 0; 1 -> 4; 0 -> 1; 2 -> 0; 2 -> 4,2
8,DFS,2.4981696605682373,9.771018981933594,0 -> 6; 0 -> 7; 3 -> 7; 4 -> 6; 3 -> 4; 3 -> 6; 0 -> 3; 2 -> 0; 2 -> 3; 2 -> 7; 1 -> 2; 5 -> 0; 2 -> 5; 1 -> 2; 1 -> 7; 1 -> 6; 4 -> 1; 1 -> 2; 4 -> 1; 2 -> 4; 5 -> 1; 5 -> 2; 1 -> 5; 2 -> 3
7,A*,0.3254873752593994,2.4619064331054688,4 -> 6; 2 -> 5; 2 -> 4; 2 -> 5; 0 -> 5; 0 -> 6; 3 -> 0; 3 -> 6; 1 -> 4; 1 -> 3; 4 -> 1; 3 -> 4,2
